timestamp,0,1,2,3,4,5,6,7,assetno
18880200000,0.032,-0.156,0.027000000000000003,0.027000000000000003,0.002,-0.122,-0.034,-0.151,1
18880800000,-0.071,-0.107,0.0,0.051,-0.17800000000000002,-0.132,-0.078,-0.051,1
18881400000,-0.132,-0.042,-0.044000000000000004,0.012,-0.09300000000000001,-0.12,-0.183,-0.1,1
18882000000,-0.129,-0.122,0.002,0.037000000000000005,-0.09300000000000001,-0.28800000000000003,-0.156,-0.09,1
18882600000,0.022000000000000002,-0.129,-0.14400000000000002,-0.08800000000000001,-0.024,-0.083,-0.129,-0.098,1
18883200000,-0.027000000000000003,-0.142,-0.071,-0.127,-0.1,-0.193,-0.149,-0.081,1
18883800000,-0.127,-0.16399999999999998,-0.13699999999999998,-0.154,-0.107,-0.127,-0.195,-0.068,1
18884400000,-0.2,-0.127,-0.222,-0.1,-0.028999999999999998,-0.017,-0.168,-0.14400000000000002,1
18885000000,-0.21,-0.071,-0.20800000000000002,-0.09,-0.005,-0.1,-0.098,-0.18100000000000002,1
18885600000,-0.14400000000000002,-0.115,-0.317,-0.20800000000000002,-0.085,-0.078,-0.063,-0.095,1
18886200000,-0.122,0.017,-0.23399999999999999,-0.315,-0.055999999999999994,0.024,0.027000000000000003,-0.12,1
18886800000,-0.18600000000000003,-0.095,-0.315,-0.251,-0.076,-0.078,0.039,-0.166,1
18887400000,-0.205,-0.078,-0.266,-0.151,-0.098,-0.078,-0.09,-0.16399999999999998,1
18888000000,-0.198,-0.063,-0.149,-0.078,-0.2,0.051,-0.076,-0.161,1
18888600000,-0.151,-0.122,-0.122,-0.149,-0.325,0.085,-0.115,-0.055999999999999994,1
18889200000,-0.022000000000000002,-0.132,-0.17300000000000001,-0.039,-0.081,-0.122,-0.063,-0.1,1
18889800000,-0.059000000000000004,-0.09,-0.171,-0.11699999999999999,-0.122,0.02,-0.11199999999999999,-0.139,1
18890400000,-0.122,-0.139,-0.034,-0.083,-0.17800000000000002,-0.188,-0.071,0.015,1
18891000000,-0.071,0.006999999999999999,0.1,-0.054000000000000006,-0.146,-0.254,-0.183,0.042,1
18891600000,-0.132,-0.015,-0.09300000000000001,-0.02,-0.027000000000000003,-0.13699999999999998,-0.129,0.083,1
18892200000,-0.12,-0.12,-0.037000000000000005,-0.01,-0.20800000000000002,-0.105,-0.156,0.022000000000000002,1
18892800000,-0.039,-0.037000000000000005,-0.039,-0.061,-0.11699999999999999,-0.23199999999999998,-0.122,-0.002,1
18893400000,-0.022000000000000002,-0.166,0.027000000000000003,-0.17300000000000001,-0.015,0.006999999999999999,-0.193,-0.032,1
18894000000,-0.078,-0.095,0.037000000000000005,-0.1,-0.188,-0.13699999999999998,-0.17800000000000002,0.071,1
18894600000,-0.105,-0.125,-0.059000000000000004,-0.14400000000000002,-0.14400000000000002,-0.098,-0.18100000000000002,-0.11699999999999999,1
18895200000,-0.105,-0.005,0.015,-0.13699999999999998,-0.08800000000000001,-0.18100000000000002,-0.076,-0.11699999999999999,1
18895800000,-0.085,-0.12,-0.127,-0.183,-0.006999999999999999,-0.039,-0.11199999999999999,-0.1,1
18896400000,-0.10300000000000001,-0.051,-0.11699999999999999,-0.22,-0.083,-0.11699999999999999,-0.095,-0.151,1
18897000000,-0.151,-0.1,-0.17600000000000002,-0.09300000000000001,0.051,-0.071,-0.054000000000000006,-0.198,1
18897600000,-0.195,-0.17300000000000001,-0.156,-0.166,0.039,-0.13699999999999998,0.006999999999999999,-0.151,1
18898200000,-0.18600000000000003,-0.11699999999999999,-0.22,-0.183,0.028999999999999998,-0.037000000000000005,-0.027000000000000003,-0.132,1
18898800000,-0.183,-0.059000000000000004,-0.171,-0.195,0.027000000000000003,-0.095,-0.054000000000000006,-0.139,1
18899400000,-0.134,-0.027000000000000003,-0.166,-0.242,-0.063,-0.083,-0.09,-0.055999999999999994,1
18900000000,-0.171,-0.049,-0.168,-0.18600000000000003,0.09300000000000001,-0.002,-0.146,-0.14400000000000002,1
18900600000,-0.195,-0.098,-0.127,-0.149,-0.12,0.042,-0.11199999999999999,-0.18600000000000003,1
18901200000,-0.11699999999999999,-0.071,-0.098,-0.149,0.01,-0.107,-0.071,-0.151,1
18901800000,-0.095,-0.107,-0.134,-0.156,-0.024,-0.11,-0.11699999999999999,-0.125,1
18902400000,-0.055999999999999994,-0.107,-0.11199999999999999,-0.127,-0.071,-0.188,-0.171,-0.076,1
18903000000,0.044000000000000004,-0.10300000000000001,-0.10300000000000001,-0.168,-0.18600000000000003,-0.107,-0.14400000000000002,-0.071,1
18903600000,-0.039,-0.139,-0.071,-0.01,-0.024,-0.18100000000000002,-0.073,-0.132,1
18904200000,-0.127,-0.09,-0.005,-0.006999999999999999,-0.046,-0.281,-0.044000000000000004,-0.14400000000000002,1
18904800000,-0.1,-0.032,0.005,0.015,-0.244,-0.159,-0.09,-0.085,1
18905400000,0.015,-0.11199999999999999,-0.032,-0.095,-0.237,-0.066,-0.2,-0.105,1
18906000000,0.002,-0.132,0.012,-0.098,-0.21,-0.242,-0.239,-0.107,1
18906600000,-0.01,-0.071,0.002,-0.063,-0.055999999999999994,-0.254,-0.242,-0.055999999999999994,1
18907200000,-0.142,-0.107,0.017,-0.17600000000000002,-0.198,-0.059000000000000004,-0.139,-0.024,1
18907800000,-0.156,-0.215,0.042,-0.154,-0.256,-0.078,-0.161,-0.09300000000000001,1
18908400000,-0.125,-0.198,-0.166,-0.16399999999999998,-0.171,-0.068,-0.14400000000000002,-0.054000000000000006,1
18909000000,-0.14400000000000002,-0.17800000000000002,-0.13699999999999998,-0.237,-0.054000000000000006,-0.01,-0.115,-0.022000000000000002,1
18909600000,-0.2,-0.027000000000000003,-0.225,-0.264,-0.159,0.027000000000000003,-0.08800000000000001,-0.085,1
18910200000,-0.244,0.0,-0.28600000000000003,-0.183,-0.017,-0.098,-0.006999999999999999,-0.21,1
18910800000,-0.259,-0.015,-0.2,-0.264,0.085,-0.127,-0.054000000000000006,-0.105,1
18911400000,-0.20800000000000002,-0.059000000000000004,-0.22,-0.183,-0.027000000000000003,-0.095,-0.042,-0.066,1
18912000000,-0.146,-0.098,-0.247,-0.171,-0.042,-0.027000000000000003,-0.11699999999999999,-0.19,1
18912600000,-0.11699999999999999,-0.22699999999999998,-0.17800000000000002,-0.151,-0.017,-0.09,0.0,-0.22,1
18913200000,-0.068,-0.161,-0.1,-0.264,-0.024,-0.217,0.042,-0.13699999999999998,1
18913800000,-0.122,-0.08800000000000001,-0.095,-0.061,-0.129,-0.12,0.006999999999999999,-0.063,1
18914400000,-0.11699999999999999,-0.193,-0.205,-0.046,-0.146,-0.034,-0.059000000000000004,-0.105,1
18915000000,-0.02,-0.127,-0.23199999999999998,-0.032,-0.276,-0.037000000000000005,-0.13699999999999998,-0.063,1
18915600000,-0.049,-0.14400000000000002,-0.08800000000000001,-0.134,-0.08800000000000001,-0.063,-0.154,-0.02,1
18916200000,-0.006999999999999999,-0.139,0.051,-0.107,-0.054000000000000006,-0.139,-0.083,-0.002,1
18916800000,0.005,-0.115,-0.068,0.015,-0.242,-0.20800000000000002,-0.034,0.032,1
18917400000,-0.039,-0.028999999999999998,0.006999999999999999,0.017,-0.298,-0.066,-0.139,0.015,1
18918000000,-0.059000000000000004,-0.022000000000000002,0.125,-0.051,-0.22699999999999998,-0.273,-0.139,0.02,1
18918600000,-0.042,-0.122,0.105,-0.051,0.034,-0.149,-0.105,-0.042,1
18919200000,-0.02,-0.132,-0.002,-0.081,-0.044000000000000004,-0.10300000000000001,-0.083,-0.006999999999999999,1
18919800000,-0.08800000000000001,-0.168,-0.09300000000000001,-0.12,-0.015,-0.059000000000000004,-0.134,-0.098,1
18920400000,-0.105,-0.11,-0.02,-0.061,-0.154,-0.005,-0.156,-0.085,1
18921000000,-0.11199999999999999,-0.161,-0.076,-0.132,0.015,-0.115,-0.193,-0.09,1
18921600000,-0.2,0.071,-0.17800000000000002,-0.127,0.0,0.0,-0.166,-0.068,1
18922200000,-0.251,-0.049,-0.2,-0.146,0.059000000000000004,-0.115,-0.08800000000000001,-0.107,1
18922800000,-0.166,-0.11199999999999999,-0.19,-0.159,-0.059000000000000004,0.005,-0.098,-0.129,1
18923400000,-0.095,-0.127,-0.17800000000000002,-0.23399999999999999,-0.037000000000000005,-0.078,-0.059000000000000004,-0.149,1
18924000000,-0.17800000000000002,-0.098,-0.212,-0.142,-0.09,-0.037000000000000005,-0.09300000000000001,-0.18600000000000003,1
18924600000,-0.215,-0.115,-0.261,-0.122,-0.073,-0.215,-0.083,-0.195,1
18925200000,-0.188,-0.107,-0.161,-0.028999999999999998,0.012,0.054000000000000006,-0.054000000000000006,-0.293,1
18925800000,-0.122,-0.125,-0.17300000000000001,-0.105,-0.14400000000000002,-0.01,0.01,-0.168,1
18926400000,-0.122,-0.12,-0.134,-0.11199999999999999,-0.098,-0.032,-0.068,-0.2,1
18927000000,-0.01,-0.17600000000000002,-0.11,-0.055999999999999994,-0.076,0.032,-0.115,-0.061,1
18927600000,-0.034,-0.217,-0.059000000000000004,-0.002,-0.083,-0.044000000000000004,-0.198,-0.012,1
18928200000,0.005,-0.154,-0.024,0.068,-0.26899999999999996,-0.14400000000000002,-0.22,-0.015,1
18928800000,-0.027000000000000003,-0.154,-0.017,0.034,-0.195,-0.205,-0.18100000000000002,-0.046,1
18929400000,0.054000000000000006,-0.205,-0.002,0.012,-0.212,-0.21,-0.11,-0.134,1
18930000000,0.059000000000000004,-0.193,-0.071,0.034,-0.139,-0.23199999999999998,-0.078,-0.129,1
18930600000,-0.073,-0.166,-0.049,0.059000000000000004,-0.034,-0.183,-0.156,-0.142,1
18931200000,-0.127,-0.132,-0.044000000000000004,-0.055999999999999994,-0.168,-0.032,-0.09300000000000001,-0.11,1
18931800000,-0.151,-0.071,-0.006999999999999999,-0.044000000000000004,-0.161,-0.205,-0.049,-0.154,1
18932400000,-0.063,-0.107,-0.11,-0.171,-0.08800000000000001,0.068,-0.059000000000000004,-0.188,1
18933000000,-0.08800000000000001,-0.139,-0.195,-0.11199999999999999,-0.132,-0.239,-0.105,-0.10300000000000001,1
18933600000,-0.134,-0.068,-0.271,-0.215,-0.156,0.095,-0.154,0.042,1
18934200000,-0.247,0.024,-0.212,-0.254,-0.10300000000000001,-0.23199999999999998,-0.159,-0.098,1
18934800000,-0.22699999999999998,0.024,-0.183,-0.298,-0.125,-0.049,-0.08800000000000001,0.006999999999999999,1
18935400000,-0.107,-0.054000000000000006,-0.332,-0.139,-0.105,-0.039,-0.073,0.034,1
18936000000,-0.083,-0.017,-0.205,-0.068,-0.23199999999999998,-0.061,-0.034,-0.027000000000000003,1
18936600000,-0.19,-0.028999999999999998,-0.205,-0.29100000000000004,-0.005,-0.20800000000000002,-0.076,-0.071,1
18937200000,-0.161,-0.095,-0.215,-0.237,-0.049,-0.122,-0.055999999999999994,-0.081,1
18937800000,-0.055999999999999994,-0.11,-0.281,-0.11199999999999999,-0.085,-0.16399999999999998,-0.042,-0.222,1
18938400000,-0.12,-0.1,-0.244,-0.051,0.032,-0.249,-0.01,-0.249,1
