0,1,2
0.7569486578317477,0.19404300388779527,0.6517475443902798
0.4615864404201919,0.038466600443939014,0.0722557545762047
0.6221676406941008,0.6703897093994617,0.5373877200536292
0.6668254214164218,0.10275084412415314,0.7472154949347347
0.41681302873076465,0.48754126571591405,0.7127582867505141
0.7807299315571743,0.2840803648001994,0.8968349828205893
0.8097668192112514,0.09556320275240071,0.08917080876900807
0.4899792312353469,0.6886625529949976,0.8331486785370378
0.01467088556368723,0.1806117793723757,0.8381377111364828
0.0971300821900718,0.2735262422383906,0.1646362119335335
0.24901026164117745,0.8199289399285973,0.7930908845026937
0.5081705667549394,0.29227807283267426,0.7251126429328133
0.2537596647884326,0.7451783133702472,0.48121591424556776
0.02766618275594901,0.08649085925202615,0.5237350222395426
0.8778750490427193,0.9973251264817619,0.8214216848486288
0.6571172934702125,0.7854241141379109,0.40982707298145715
0.7610610326304088,0.7110696895245274,0.13702385922463
0.35771843348756194,0.7687331029964969,0.4572425589373925
0.18217388765301612,0.6227931757169692,0.987849744890674
0.18854153900113502,0.5762794472689853,0.4647581225632723
0.6507223909096634,0.8157952052332174,0.8889734755892166
0.17154431578682827,0.4383602887794654,0.8896181547469224
0.9241111443711763,0.9411883265352845,0.8404724058541578
0.6901997972921179,0.45997122786651123,0.35933127934452924
0.4292680262041425,0.6857480493106408,0.06992729963846867
0.9922462319503942,0.8542375131441894,0.3042446242997576
0.7643191032535537,0.5667453665776133,0.29488332885226254
0.23222855212053017,0.32815804793197256,0.30039916907653397
0.6206748112598,0.3115423685607299,0.7456711536587542
0.9118526889518586,0.3013204228739922,0.8761158753269245
0.49100671072587465,0.9192997498557861,0.800458597534366
0.9274407440104083,0.6723710847985889,0.2619478506697329
0.31591087461659706,0.7473431082527673,0.7680540634459917
0.22507283649886667,0.4264712448929353,0.2656600481255311
0.35096844253047355,0.21199387803797187,0.7639916033621129
0.5124800218986337,0.8736627457573732,0.6539201077585135
0.10252348784983734,0.34060151084735446,0.3910957282321369
0.11422852705984421,0.15989230826790668,0.27405819587023106
0.4469822396117711,0.04286503350362236,0.7390717334526928
0.7827133260757555,0.3339554807290521,0.632436531621303
0.25500877059313054,0.9864558408958112,0.2621628150867702
0.09471701276812206,0.5585424765945277,0.3157074031318363
0.11260021848637425,0.20811128100023146,0.5667073554511916
0.03904387479722515,0.9855515428617379,0.9158273124581195
0.4583609884790617,0.5782819099256576,0.6419705593686947
0.6333916640762368,0.025303378614425442,0.2807732590235348
0.4084847979581657,0.9044453789445138,0.1588728440274788
0.21824672617704055,0.34969416015076804,0.5583752880247846
0.3848926809852796,0.7807172469236098,0.5966582325116692
0.8945612205465518,0.7336259967535134,0.3942895321803228
0.5394242476968308,0.49716042518744297,0.8619195749021185
0.4432674613398494,0.34750343922474847,0.7392842275945216
0.3420661191960811,0.024343362821297676,0.06051162216790984
0.1363119507049687,0.4375574489817884,0.7574410889556971
0.15992623135805584,0.9735484114398729,0.885686369703148
0.7161709715298574,0.42922198045368787,0.5712382370903596
0.8709527788151773,0.7464866728746328,0.947532161821383
0.3885963112521075,0.6143670477109979,0.8466946425841696
0.3451171574832802,0.7074124525801428,0.3285788474333874
0.13902933881538293,0.977650232019055,0.5045925485129689
0.009868667505272821,0.6149643105986813,0.4327915322132665
0.5051109752450315,0.5592893795108097,0.9057106185424136
0.4689892355707712,0.3967818703674212,0.5843987410182261
0.860918171776432,0.8712430952849246,0.29008638854545266
0.4109298260762846,0.634156362367777,0.22340803228834838
0.9645669218573957,0.5120128493433601,0.14339675150940978
0.12350997532675922,0.2503910426841628,0.9627823826081118
0.2342419232207732,0.22474782630694,0.4435186433105326
0.3681939709386409,0.024917883752722747,0.8608656794595528
0.9511258697867064,0.6416352081632866,0.397438661261306
0.9607024102089522,0.9732569674808971,0.4589830116187632
0.274668077760019,0.5457328918118852,0.9835880876271227
0.48484108225102773,0.5567692096819832,0.1874354064011955
0.5177725538485811,0.11885265382866761,0.1671223604838229
0.254926324208383,0.9887104114544198,0.1637933899678744
0.5587255278798468,0.6810302552762384,0.5722710375631236
0.4181145155115442,0.23258730696524899,0.6241046322186348
0.25957355739134214,0.013274409000769816,0.9590055676061205
0.7821309353980421,0.1817298509902845,0.5788568583544472
0.4964345780374021,0.80464745236772,0.9209068963301913
0.43894972295365475,0.9535218810586563,0.15475397339466146
0.913020284234621,0.5879069707792915,0.915594221130157
0.5928184730583905,0.8860311554569895,0.571401153985257
0.750506326215685,0.2798466821489257,0.7862529186088996
0.16645216045890432,0.6372978700016606,0.001601810904643064
0.12511095441094255,0.7814823829443659,0.895663649991727
0.1366192030661043,0.7309748668473466,0.5099386528294544
0.9738990166910797,0.18546489270503785,0.12840364433333984
0.954235611386503,0.7441921000924976,0.12006166374148408
0.957905735128651,0.5037224007959609,0.7383542269873365
0.7580332755186857,0.22705889705982596,0.4038134452022779
0.9229443851546639,0.43805808929479073,0.4685491109574992
0.10645334294584896,0.777950342226473,0.3252035984276488
0.33891754638951266,0.3789850158692082,0.2821386698949796
0.8873189191364913,0.11194657886163573,0.21900887496641075
0.20600007606637893,0.6773703567737337,0.18758040983321844
0.8289811326342368,0.35179385425692,0.7694748790598266
0.18341795439784703,0.4623012130868227,0.27535773060236035
0.1775528475074779,0.3455840225968696,0.7031747393645001
0.13383452692046593,0.6755286189586012,0.7098929272280587
0.19661740376284087,0.8345464882005743,0.7584792721973371
0.5975761187961511,0.2909928110205283,0.8010912943713235
0.8574089759276222,0.44701071262029424,0.45920962282773714
0.5946314653974839,0.5921894789357157,0.523376528871455
0.7740951937734756,0.36963614639878994,0.5494023885830944
0.143415948064604,0.30389439947624597,0.5346168321530601
0.5915526686813712,0.2571191428978564,0.9435417148084129
0.8069476118304858,0.16974040399402968,0.26596981266714326
0.15349609355739713,0.8209256335357342,0.921507422340276
0.5971659364887696,0.2854973764619241,0.5828169175690939
0.1586796180147506,0.20980661462704286,0.14117262313494328
0.299383093676616,0.6156069184044974,0.4823906552247045
0.11076531009714474,0.5407833000226051,0.46230781160050805
0.4086276792050173,0.988359674625354,0.6744974786139898
0.24298356705307345,0.8172467932854552,0.5270064274972567
0.08278891367973773,0.7420771653395981,0.3971137178562776
0.6102640708317308,0.22716476400784114,0.7045041413691452
0.43764968886417377,0.3182559275156689,0.8951583223057918
0.1487967872670537,0.24731272039727537,0.2159627302804633
