timestamp,0,assetno
18880200000,0.032,1
18880800000,-0.071,1
18881400000,-0.132,1
18882000000,-0.129,1
18882600000,0.022000000000000002,1
18883200000,-0.027000000000000003,1
18883800000,-0.127,1
18884400000,-0.2,1
18885000000,-0.21,1
18885600000,-0.14400000000000002,1
18886200000,-0.122,1
18886800000,-0.18600000000000003,1
18887400000,-0.205,1
18888000000,-0.198,1
18888600000,-0.151,1
18889200000,-0.022000000000000002,1
18889800000,-0.059000000000000004,1
18890400000,-0.122,1
18891000000,-0.071,1
18891600000,-0.132,1
18892200000,-0.12,1
18892800000,-0.039,1
18893400000,-0.022000000000000002,1
18894000000,-0.078,1
18894600000,-0.105,1
18895200000,-0.105,1
18895800000,-0.085,1
18896400000,-0.10300000000000001,1
18897000000,-0.151,1
18897600000,-0.195,1
18898200000,-0.18600000000000003,1
18898800000,-0.183,1
18899400000,-0.134,1
18900000000,-0.171,1
18900600000,-0.195,1
18901200000,-0.11699999999999999,1
18901800000,-0.095,1
18902400000,-0.055999999999999994,1
18903000000,0.044000000000000004,1
18903600000,-0.039,1
18904200000,-0.127,1
18904800000,-0.1,1
18905400000,0.015,1
18906000000,0.002,1
18906600000,-0.01,1
18907200000,-0.142,1
18907800000,-0.156,1
18908400000,-0.125,1
18909000000,-0.14400000000000002,1
18909600000,-0.2,1
18910200000,-0.244,1
18910800000,-0.259,1
18911400000,-0.20800000000000002,1
18912000000,-0.146,1
18912600000,-0.11699999999999999,1
18913200000,-0.068,1
18913800000,-0.122,1
18914400000,-0.11699999999999999,1
18915000000,-0.02,1
18915600000,-0.049,1
18916200000,-0.006999999999999999,1
18916800000,0.005,1
18917400000,-0.039,1
18918000000,-0.059000000000000004,1
18918600000,-0.042,1
18919200000,-0.02,1
18919800000,-0.08800000000000001,1
18920400000,-0.105,1
18921000000,-0.11199999999999999,1
18921600000,-0.2,1
18922200000,-0.251,1
18922800000,-0.166,1
18923400000,-0.095,1
18924000000,-0.17800000000000002,1
18924600000,-0.215,1
18925200000,-0.188,1
18925800000,-0.122,1
18926400000,-0.122,1
18927000000,-0.01,1
18927600000,-0.034,1
18928200000,0.005,1
18928800000,-0.027000000000000003,1
18929400000,0.054000000000000006,1
18930000000,0.059000000000000004,1
18930600000,-0.073,1
18931200000,-0.127,1
18931800000,-0.151,1
18932400000,-0.063,1
18933000000,-0.08800000000000001,1
18933600000,-0.134,1
18934200000,-0.247,1
18934800000,-0.22699999999999998,1
18935400000,-0.107,1
18936000000,-0.083,1
18936600000,-0.19,1
18937200000,-0.161,1
18937800000,-0.055999999999999994,1
18938400000,-0.12,1
18939000000,-0.115,1
18939600000,-0.071,1
18940200000,-0.12,1
18940800000,-0.01,1
18941400000,0.017,1
18942000000,0.028999999999999998,1
18942600000,-0.051,1
18943200000,-0.042,1
18943800000,-0.032,1
18944400000,-0.129,1
18945000000,-0.18100000000000002,1
18945600000,-0.188,1
18946200000,-0.193,1
18946800000,-0.139,1
18947400000,-0.132,1
18948000000,-0.161,1
18948600000,-0.171,1
18949200000,-0.105,1
18949800000,-0.061,1
18950400000,-0.098,1
18951000000,-0.18100000000000002,1
18951600000,-0.083,1
18952200000,-0.006999999999999999,1
18952800000,0.006999999999999999,1
18953400000,-0.066,1
18954000000,-0.071,1
18954600000,0.054000000000000006,1
18955200000,0.039,1
18955800000,-0.161,1
18956400000,-0.195,1
18957000000,-0.11699999999999999,1
18957600000,-0.051,1
18958200000,-0.17600000000000002,1
18958800000,-0.271,1
18959400000,-0.22899999999999998,1
18960000000,-0.11699999999999999,1
18960600000,-0.039,1
18961200000,-0.11,1
18961800000,-0.11699999999999999,1
18962400000,-0.037000000000000005,1
18963000000,-0.08800000000000001,1
18963600000,-0.054000000000000006,1
18964200000,-0.032,1
18964800000,-0.11199999999999999,1
18965400000,-0.078,1
18966000000,-0.055999999999999994,1
18966600000,-0.049,1
18967200000,-0.183,1
18967800000,-0.11699999999999999,1
18968400000,-0.071,1
18969000000,-0.11199999999999999,1
18969600000,-0.247,1
18970200000,-0.11199999999999999,1
18970800000,-0.046,1
18971400000,-0.125,1
18972000000,-0.254,1
18972600000,-0.168,1
18973200000,-0.068,1
18973800000,-0.076,1
18974400000,-0.081,1
18975000000,-0.039,1
18975600000,-0.028999999999999998,1
18976200000,-0.055999999999999994,1
18976800000,-0.027000000000000003,1
18977400000,-0.01,1
18978000000,-0.01,1
18978600000,-0.032,1
18979200000,-0.078,1
18979800000,-0.017,1
18980400000,-0.024,1
18981000000,-0.078,1
18981600000,-0.095,1
18982200000,-0.129,1
18982800000,-0.171,1
18983400000,-0.132,1
18984000000,-0.134,1
18984600000,-0.171,1
18985200000,-0.105,1
18985800000,-0.132,1
18986400000,-0.042,1
18987000000,-0.122,1
18987600000,-0.085,1
18988200000,-0.098,1
18988800000,-0.044000000000000004,1
18989400000,-0.006999999999999999,1
18990000000,-0.037000000000000005,1
18990600000,-0.078,1
18991200000,-0.098,1
18991800000,-0.049,1
18992400000,-0.11199999999999999,1
18993000000,-0.195,1
18993600000,-0.11199999999999999,1
18994200000,-0.098,1
18994800000,-0.146,1
18995400000,-0.242,1
18996000000,-0.244,1
18996600000,-0.161,1
18997200000,-0.049,1
18997800000,-0.042,1
18998400000,-0.059000000000000004,1
18999000000,-0.034,1
18999600000,-0.105,1
19000200000,-0.039,1
19000800000,-0.024,1
19001400000,0.059000000000000004,1
19002000000,-0.039,1
19002600000,-0.054000000000000006,1
19003200000,-0.068,1
19003800000,-0.071,1
19004400000,0.002,1
19005000000,-0.039,1
19005600000,-0.151,1
19006200000,-0.154,1
19006800000,-0.12,1
19007400000,-0.039,1
19008000000,-0.085,1
19008600000,-0.166,1
19009200000,-0.132,1
19009800000,-0.11199999999999999,1
19010400000,-0.11,1
19011000000,-0.039,1
19011600000,-0.027000000000000003,1
19012200000,-0.039,1
19012800000,-0.039,1
19013400000,-0.076,1
19014000000,-0.085,1
19014600000,-0.068,1
19015200000,-0.027000000000000003,1
19015800000,-0.024,1
19016400000,-0.105,1
19017000000,-0.139,1
19017600000,-0.02,1
19018200000,-0.115,1
19018800000,-0.2,1
19019400000,-0.217,1
19020000000,-0.061,1
19020600000,-0.09,1
19021200000,-0.273,1
19021800000,-0.261,1
19022400000,-0.171,1
19023000000,-0.059000000000000004,1
